context,conversation_turn,score
"Facet: Risktaking; Definition: Risktaking refers to the willingness to engage in behaviors that have uncertain outcomes, where potential gains are accompanied by potential losses or negative consequences.; Rubric: 1: Averse | 2: Cautious | 3: Balanced | 4: Adventurous | 5: Daring","I usually stick to the safest option, even if it means missing out on bigger opportunities.",1
"Facet: Sequential Memory Recall; Definition: The cognitive ability to remember and reproduce a series of items, events, or information in the exact order in which they were originally presented or experienced.; Rubric: 1: Very limited, chaotic | 2: Fragmented, inconsistent | 3: Moderate, some errors | 4: Good, minor slips | 5: Excellent, flawless","I remembered all the instructions for assembling the furniture, only getting one small step out of sequence for a moment before correcting myself.",4
"Facet: Sequential Memory Recall; Definition: The cognitive ability to remember and reproduce a series of items, events, or information in the exact order in which they were originally presented or experienced.; Rubric: 1: Very limited, chaotic | 2: Fragmented, inconsistent | 3: Moderate, some errors | 4: Good, minor slips | 5: Excellent, flawless","She recited the entire complex phone number and access code perfectly, without a single pause or mistake in the order.",5
"Facet: Withdrawnness; Definition: Withdrawnness refers to a behavioral tendency to disengage from social interaction, avoid emotional expression, and retreat into oneself, often characterized by a lack of participation, reduced communication, and a preference for solitude over social engagement.; Rubric: 1: Socially Engaged | 2: Occasionally Reserved | 3: Selectively Private | 4: Frequently Secluded | 5: Profoundly Isolated","Even after a long day, Sarah loves to join her friends for dinner and always has a story to share, actively participating in every conversation.",1
"Facet: Withdrawnness; Definition: Withdrawnness refers to a behavioral tendency to disengage from social interaction, avoid emotional expression, and retreat into oneself, often characterized by a lack of participation, reduced communication, and a preference for solitude over social engagement.; Rubric: 1: Socially Engaged | 2: Occasionally Reserved | 3: Selectively Private | 4: Frequently Secluded | 5: Profoundly Isolated","Mark is usually quite chatty and friendly, but sometimes in large, unfamiliar groups, he'll just listen quietly without contributing much.",2
"Facet: Withdrawnness; Definition: Withdrawnness refers to a behavioral tendency to disengage from social interaction, avoid emotional expression, and retreat into oneself, often characterized by a lack of participation, reduced communication, and a preference for solitude over social engagement.; Rubric: 1: Socially Engaged | 2: Occasionally Reserved | 3: Selectively Private | 4: Frequently Secluded | 5: Profoundly Isolated","While she's comfortable and expressive with her close circle, Emily often declines invitations to big parties, preferring more intimate gatherings or time alone to recharge.",3
"Facet: Withdrawnness; Definition: Withdrawnness refers to a behavioral tendency to disengage from social interaction, avoid emotional expression, and retreat into oneself, often characterized by a lack of participation, reduced communication, and a preference for solitude over social engagement.; Rubric: 1: Socially Engaged | 2: Occasionally Reserved | 3: Selectively Private | 4: Frequently Secluded | 5: Profoundly Isolated","Lately, John has been spending most of his evenings alone in his room, rarely coming out to socialize even when invited by his housemates.",4
"Facet: Withdrawnness; Definition: Withdrawnness refers to a behavioral tendency to disengage from social interaction, avoid emotional expression, and retreat into oneself, often characterized by a lack of participation, reduced communication, and a preference for solitude over social engagement.; Rubric: 1: Socially Engaged | 2: Occasionally Reserved | 3: Selectively Private | 4: Frequently Secluded | 5: Profoundly Isolated","Despite numerous attempts by family and friends to reach out, Maria has completely cut herself off, not answering calls or leaving her apartment for weeks.",5
"Facet: Hindu spiritual metric: Yoga discipline hours / week; Definition: The cumulative weekly time, measured in hours, that an individual dedicates to formal yoga practice, understood as a spiritual discipline aimed at physical, mental, and spiritual well-being and advancement within a Hindu spiritual framework.; Rubric: 1: Minimal | 2: Sporadic | 3: Consistent | 4: Dedicated | 5: Immersive","I barely manage to do any yoga; maybe a quick session once a month if I'm really feeling stressed, so it's practically zero hours most weeks.",1
"Facet: Hindu spiritual metric: Yoga discipline hours / week; Definition: The cumulative weekly time, measured in hours, that an individual dedicates to formal yoga practice, understood as a spiritual discipline aimed at physical, mental, and spiritual well-being and advancement within a Hindu spiritual framework.; Rubric: 1: Minimal | 2: Sporadic | 3: Consistent | 4: Dedicated | 5: Immersive","I try to get to a yoga class when I can, perhaps once every other week, but it's hard to make it a regular thing with my schedule.",2
"Facet: Hindu spiritual metric: Yoga discipline hours / week; Definition: The cumulative weekly time, measured in hours, that an individual dedicates to formal yoga practice, understood as a spiritual discipline aimed at physical, mental, and spiritual well-being and advancement within a Hindu spiritual framework.; Rubric: 1: Minimal | 2: Sporadic | 3: Consistent | 4: Dedicated | 5: Immersive","I make sure to do yoga about three times a week, usually an hour-long session each time, so it's a pretty consistent part of my routine.",3
"Facet: Hindu spiritual metric: Yoga discipline hours / week; Definition: The cumulative weekly time, measured in hours, that an individual dedicates to formal yoga practice, understood as a spiritual discipline aimed at physical, mental, and spiritual well-being and advancement within a Hindu spiritual framework.; Rubric: 1: Minimal | 2: Sporadic | 3: Consistent | 4: Dedicated | 5: Immersive","Yoga is a big part of my life; I practice almost every day for at least an hour, sometimes more, really focusing on my asanas and meditation.",4
"Facet: Hindu spiritual metric: Yoga discipline hours / week; Definition: The cumulative weekly time, measured in hours, that an individual dedicates to formal yoga practice, understood as a spiritual discipline aimed at physical, mental, and spiritual well-being and advancement within a Hindu spiritual framework.; Rubric: 1: Minimal | 2: Sporadic | 3: Consistent | 4: Dedicated | 5: Immersive","My spiritual path revolves heavily around yoga; I dedicate a significant portion of my day to practice, often doing two-hour sessions daily, plus additional pranayama and meditation.",5
"Facet: Conservatism; Definition: Conservatism, in a behavioral context, refers to a psychological predisposition characterized by a preference for tradition, stability, and established order, often accompanied by a resistance to change, an emphasis on conventional values, and a greater perceived need for security and authority.; Rubric: 1: Progressive | 2: Adaptable | 3: Balanced | 4: Traditional | 5: Unyielding",I'm always looking for the latest innovations and I think society should constantly evolve and question old ways of doing things.,1
"Facet: Conservatism; Definition: Conservatism, in a behavioral context, refers to a psychological predisposition characterized by a preference for tradition, stability, and established order, often accompanied by a resistance to change, an emphasis on conventional values, and a greater perceived need for security and authority.; Rubric: 1: Progressive | 2: Adaptable | 3: Balanced | 4: Traditional | 5: Unyielding","While I appreciate tradition, I'm certainly open to new ideas if they can clearly demonstrate an improvement over what we currently have.",2
"Facet: Conservatism; Definition: Conservatism, in a behavioral context, refers to a psychological predisposition characterized by a preference for tradition, stability, and established order, often accompanied by a resistance to change, an emphasis on conventional values, and a greater perceived need for security and authority.; Rubric: 1: Progressive | 2: Adaptable | 3: Balanced | 4: Traditional | 5: Unyielding","I believe there's value in both holding onto our heritage and embracing new developments, so I try to find a practical middle ground.",3
"Facet: Conservatism; Definition: Conservatism, in a behavioral context, refers to a psychological predisposition characterized by a preference for tradition, stability, and established order, often accompanied by a resistance to change, an emphasis on conventional values, and a greater perceived need for security and authority.; Rubric: 1: Progressive | 2: Adaptable | 3: Balanced | 4: Traditional | 5: Unyielding","I generally prefer sticking to the tried-and-true methods; things have worked well this way for a long time, and I value stability over constant upheaval.",4
"Facet: Conservatism; Definition: Conservatism, in a behavioral context, refers to a psychological predisposition characterized by a preference for tradition, stability, and established order, often accompanied by a resistance to change, an emphasis on conventional values, and a greater perceived need for security and authority.; Rubric: 1: Progressive | 2: Adaptable | 3: Balanced | 4: Traditional | 5: Unyielding",We should absolutely uphold our long-standing traditions and established institutions; any radical changes would only lead to chaos.,5
"Facet: Adaptability and Flexibility Subcomponents; Definition: Adaptability and Flexibility Subcomponents refer to the specific cognitive, emotional, and behavioral processes that enable an individual to adjust effectively to new or changing circumstances, unexpected challenges, and diverse environments. This includes openness to new ideas, cognitive reframing, emotional regulation in flux, and behavioral adjustment in response to novel or evolving demands.; Rubric: 1: Rigid, Resistant | 2: Hesitant, Slow-to-adjust | 3: Accommodating, Follows | 4: Proactive, Open-minded | 5: Agile, Innovative","I really don't see why we need to change the process; the old way worked perfectly fine, and I'm not comfortable with new methods.",1
"Facet: Adaptability and Flexibility Subcomponents; Definition: Adaptability and Flexibility Subcomponents refer to the specific cognitive, emotional, and behavioral processes that enable an individual to adjust effectively to new or changing circumstances, unexpected challenges, and diverse environments. This includes openness to new ideas, cognitive reframing, emotional regulation in flux, and behavioral adjustment in response to novel or evolving demands.; Rubric: 1: Rigid, Resistant | 2: Hesitant, Slow-to-adjust | 3: Accommodating, Follows | 4: Proactive, Open-minded | 5: Agile, Innovative","Okay, I guess we can try that new software, but it's going to take me a while to get used to it, and I'm not convinced it's better.",2
"Facet: Adaptability and Flexibility Subcomponents; Definition: Adaptability and Flexibility Subcomponents refer to the specific cognitive, emotional, and behavioral processes that enable an individual to adjust effectively to new or changing circumstances, unexpected challenges, and diverse environments. This includes openness to new ideas, cognitive reframing, emotional regulation in flux, and behavioral adjustment in response to novel or evolving demands.; Rubric: 1: Rigid, Resistant | 2: Hesitant, Slow-to-adjust | 3: Accommodating, Follows | 4: Proactive, Open-minded | 5: Agile, Innovative",I'm fine with whatever the team decides for the new project direction; I'll adapt to the changes as they come up.,3
"Facet: Adaptability and Flexibility Subcomponents; Definition: Adaptability and Flexibility Subcomponents refer to the specific cognitive, emotional, and behavioral processes that enable an individual to adjust effectively to new or changing circumstances, unexpected challenges, and diverse environments. This includes openness to new ideas, cognitive reframing, emotional regulation in flux, and behavioral adjustment in response to novel or evolving demands.; Rubric: 1: Rigid, Resistant | 2: Hesitant, Slow-to-adjust | 3: Accommodating, Follows | 4: Proactive, Open-minded | 5: Agile, Innovative","This new market trend is a big shift, but I've already started exploring how we can pivot our strategy to capitalize on it.",4
"Facet: Adaptability and Flexibility Subcomponents; Definition: Adaptability and Flexibility Subcomponents refer to the specific cognitive, emotional, and behavioral processes that enable an individual to adjust effectively to new or changing circumstances, unexpected challenges, and diverse environments. This includes openness to new ideas, cognitive reframing, emotional regulation in flux, and behavioral adjustment in response to novel or evolving demands.; Rubric: 1: Rigid, Resistant | 2: Hesitant, Slow-to-adjust | 3: Accommodating, Follows | 4: Proactive, Open-minded | 5: Agile, Innovative","Given the unexpected client feedback, I've already brainstormed three completely new approaches and am ready to prototype the most promising one immediately.",5
"Facet: Hindu spiritual metric: Vrata vows observed / year; Definition: The quantifiable measure of an individual's adherence to and successful completion of specific religious vows (Vratas) within the Hindu tradition over a one-year period, reflecting their devotional commitment and spiritual discipline.; Rubric: 1: Infrequent | 2: Occasional | 3: Regular | 4: Consistent | 5: Dedicated","I barely observe any vratas throughout the year, maybe only if there's a big family gathering that requires it.",1
"Facet: Hindu spiritual metric: Vrata vows observed / year; Definition: The quantifiable measure of an individual's adherence to and successful completion of specific religious vows (Vratas) within the Hindu tradition over a one-year period, reflecting their devotional commitment and spiritual discipline.; Rubric: 1: Infrequent | 2: Occasional | 3: Regular | 4: Consistent | 5: Dedicated","I try to observe a few important vratas, like Shivratri or the main Navratri fasts, but not much else.",2
"Facet: Hindu spiritual metric: Vrata vows observed / year; Definition: The quantifiable measure of an individual's adherence to and successful completion of specific religious vows (Vratas) within the Hindu tradition over a one-year period, reflecting their devotional commitment and spiritual discipline.; Rubric: 1: Infrequent | 2: Occasional | 3: Regular | 4: Consistent | 5: Dedicated","I make sure to observe my weekly fasts for Lord Shiva and a couple of the bigger annual vratas, keeping a steady pace.",3
"Facet: Hindu spiritual metric: Vrata vows observed / year; Definition: The quantifiable measure of an individual's adherence to and successful completion of specific religious vows (Vratas) within the Hindu tradition over a one-year period, reflecting their devotional commitment and spiritual discipline.; Rubric: 1: Infrequent | 2: Occasional | 3: Regular | 4: Consistent | 5: Dedicated","I'm pretty consistent with my vratas; I observe most of the significant monthly and annual ones, and often some special ones too.",4
"Facet: Hindu spiritual metric: Vrata vows observed / year; Definition: The quantifiable measure of an individual's adherence to and successful completion of specific religious vows (Vratas) within the Hindu tradition over a one-year period, reflecting their devotional commitment and spiritual discipline.; Rubric: 1: Infrequent | 2: Occasional | 3: Regular | 4: Consistent | 5: Dedicated","I dedicate myself to observing almost all the major and many minor vratas throughout the year, often undertaking multi-day fasts with full devotion.",5
"Facet: Ardency; Definition: Ardency refers to a strong, intense, and passionate enthusiasm or fervor, often characterized by a deep devotion, zeal, or eagerness towards a particular person, cause, activity, or belief. It implies a burning desire or spirited engagement.; Rubric: 1: Indifferent | 2: Mildly Interested | 3: Enthusiastic | 4: Passionate | 5: Fervent","Honestly, I don't really care much about the new project; it just feels like more work to me.",1
"Facet: Ardency; Definition: Ardency refers to a strong, intense, and passionate enthusiasm or fervor, often characterized by a deep devotion, zeal, or eagerness towards a particular person, cause, activity, or belief. It implies a burning desire or spirited engagement.; Rubric: 1: Indifferent | 2: Mildly Interested | 3: Enthusiastic | 4: Passionate | 5: Fervent","Yeah, I'm kind of interested in learning to play guitar, I might pick it up if I find a cheap one.",2
"Facet: Ardency; Definition: Ardency refers to a strong, intense, and passionate enthusiasm or fervor, often characterized by a deep devotion, zeal, or eagerness towards a particular person, cause, activity, or belief. It implies a burning desire or spirited engagement.; Rubric: 1: Indifferent | 2: Mildly Interested | 3: Enthusiastic | 4: Passionate | 5: Fervent",I'm really looking forward to the hike this weekend; I've been checking out the trail maps all week.,3
"Facet: Ardency; Definition: Ardency refers to a strong, intense, and passionate enthusiasm or fervor, often characterized by a deep devotion, zeal, or eagerness towards a particular person, cause, activity, or belief. It implies a burning desire or spirited engagement.; Rubric: 1: Indifferent | 2: Mildly Interested | 3: Enthusiastic | 4: Passionate | 5: Fervent",She's absolutely passionate about environmental conservation; she dedicates all her free time to volunteering and advocacy.,4
"Facet: Ardency; Definition: Ardency refers to a strong, intense, and passionate enthusiasm or fervor, often characterized by a deep devotion, zeal, or eagerness towards a particular person, cause, activity, or belief. It implies a burning desire or spirited engagement.; Rubric: 1: Indifferent | 2: Mildly Interested | 3: Enthusiastic | 4: Passionate | 5: Fervent","His fervor for the new scientific discovery is truly inspiring; he's practically living in the lab, driven by an unshakeable belief in its potential.",5
"Facet: Aesthetic Appreciation; Definition: Aesthetic Appreciation is the capacity to recognize, interpret, and derive pleasure or meaning from beauty, art, and sensory experiences, often involving an emotional and cognitive response to qualities like harmony, form, color, and expression.; Rubric: 1: Indifferent | 2: Superficial | 3: Engaged | 4: Discerning | 5: Profound","Honestly, I don't really get what the big deal is about that painting; it just looks like a bunch of random colors to me.",1
"Facet: Aesthetic Appreciation; Definition: Aesthetic Appreciation is the capacity to recognize, interpret, and derive pleasure or meaning from beauty, art, and sensory experiences, often involving an emotional and cognitive response to qualities like harmony, form, color, and expression.; Rubric: 1: Indifferent | 2: Superficial | 3: Engaged | 4: Discerning | 5: Profound","Yeah, the new building looks pretty cool from the outside, I guess, with all the glass.",2
"Facet: Aesthetic Appreciation; Definition: Aesthetic Appreciation is the capacity to recognize, interpret, and derive pleasure or meaning from beauty, art, and sensory experiences, often involving an emotional and cognitive response to qualities like harmony, form, color, and expression.; Rubric: 1: Indifferent | 2: Superficial | 3: Engaged | 4: Discerning | 5: Profound","I really enjoyed that concert; the way the musicians played together was quite moving, and I liked the melody.",3
"Facet: Aesthetic Appreciation; Definition: Aesthetic Appreciation is the capacity to recognize, interpret, and derive pleasure or meaning from beauty, art, and sensory experiences, often involving an emotional and cognitive response to qualities like harmony, form, color, and expression.; Rubric: 1: Indifferent | 2: Superficial | 3: Engaged | 4: Discerning | 5: Profound","I found the artist's use of light and shadow in that landscape particularly effective in conveying a sense of melancholy, and the brushwork was exquisite.",4
"Facet: Aesthetic Appreciation; Definition: Aesthetic Appreciation is the capacity to recognize, interpret, and derive pleasure or meaning from beauty, art, and sensory experiences, often involving an emotional and cognitive response to qualities like harmony, form, color, and expression.; Rubric: 1: Indifferent | 2: Superficial | 3: Engaged | 4: Discerning | 5: Profound","Experiencing that ballet was transformative; the seamless fusion of movement, music, and narrative evoked such a powerful emotional resonance that it lingered with me for days, prompting me to reflect on beauty itself.",5
"Facet: Transactional Leadership; Definition: Transactional leadership is a leadership style where the leader focuses on supervision, organization, and performance through a system of rewards and punishments. It operates on the principle of an exchange or 'transaction' between the leader and follower, where followers are motivated by self-interest and compliance with established rules and goals.; Rubric: 1: Absent/Laissez-faire | 2: Reactive/Passive Mgt. | 3: Standard Contingent Reward | 4: Proactive Contingent Reward | 5: Optimized Performance Exchange","Honestly, I don't even know what our team's goals are this quarter; our manager just lets us do whatever with no real guidance or consequences.",1
"Facet: Transactional Leadership; Definition: Transactional leadership is a leadership style where the leader focuses on supervision, organization, and performance through a system of rewards and punishments. It operates on the principle of an exchange or 'transaction' between the leader and follower, where followers are motivated by self-interest and compliance with established rules and goals.; Rubric: 1: Absent/Laissez-faire | 2: Reactive/Passive Mgt. | 3: Standard Contingent Reward | 4: Proactive Contingent Reward | 5: Optimized Performance Exchange","He usually doesn't say anything until a deadline is completely missed or a major error occurs, then he'll step in to fix it.",2
"Facet: Transactional Leadership; Definition: Transactional leadership is a leadership style where the leader focuses on supervision, organization, and performance through a system of rewards and punishments. It operates on the principle of an exchange or 'transaction' between the leader and follower, where followers are motivated by self-interest and compliance with established rules and goals.; Rubric: 1: Absent/Laissez-faire | 2: Reactive/Passive Mgt. | 3: Standard Contingent Reward | 4: Proactive Contingent Reward | 5: Optimized Performance Exchange","If we hit our monthly sales targets, we get the standard bonus, which is pretty clear from the start of the month.",3
"Facet: Transactional Leadership; Definition: Transactional leadership is a leadership style where the leader focuses on supervision, organization, and performance through a system of rewards and punishments. It operates on the principle of an exchange or 'transaction' between the leader and follower, where followers are motivated by self-interest and compliance with established rules and goals.; Rubric: 1: Absent/Laissez-faire | 2: Reactive/Passive Mgt. | 3: Standard Contingent Reward | 4: Proactive Contingent Reward | 5: Optimized Performance Exchange","Our team lead clearly outlines our weekly metrics, gives specific feedback, and if we exceed them, he ensures we get extra recognition or a bonus.",4
"Facet: Transactional Leadership; Definition: Transactional leadership is a leadership style where the leader focuses on supervision, organization, and performance through a system of rewards and punishments. It operates on the principle of an exchange or 'transaction' between the leader and follower, where followers are motivated by self-interest and compliance with established rules and goals.; Rubric: 1: Absent/Laissez-faire | 2: Reactive/Passive Mgt. | 3: Standard Contingent Reward | 4: Proactive Contingent Reward | 5: Optimized Performance Exchange","Every project has incredibly clear deliverables and incentives, and our leader constantly refines the reward structure to keep us maximally motivated and productive.",5
"Facet: Value orientation: Universalism; Definition: Universalism, as a value orientation, emphasizes understanding, appreciation, tolerance, and protection for the welfare of all people and for nature. It reflects a broad concern for humanity and the environment, transcending personal or group interests.; Rubric: 1: Self-focused | 2: Group-centric | 3: Situational care | 4: Broadly concerned | 5: Globally committed","Honestly, I mostly just think about what's best for me and my immediate family.",1
"Facet: Value orientation: Universalism; Definition: Universalism, as a value orientation, emphasizes understanding, appreciation, tolerance, and protection for the welfare of all people and for nature. It reflects a broad concern for humanity and the environment, transcending personal or group interests.; Rubric: 1: Self-focused | 2: Group-centric | 3: Situational care | 4: Broadly concerned | 5: Globally committed",My main priority is making sure my community and people like us are doing well.,2
"Facet: Value orientation: Universalism; Definition: Universalism, as a value orientation, emphasizes understanding, appreciation, tolerance, and protection for the welfare of all people and for nature. It reflects a broad concern for humanity and the environment, transcending personal or group interests.; Rubric: 1: Self-focused | 2: Group-centric | 3: Situational care | 4: Broadly concerned | 5: Globally committed","I care about global issues when they directly affect me or are really prominent in the news, but it's not always on my mind.",3
"Facet: Value orientation: Universalism; Definition: Universalism, as a value orientation, emphasizes understanding, appreciation, tolerance, and protection for the welfare of all people and for nature. It reflects a broad concern for humanity and the environment, transcending personal or group interests.; Rubric: 1: Self-focused | 2: Group-centric | 3: Situational care | 4: Broadly concerned | 5: Globally committed",I try to keep up with what's happening globally and often think about how we can help people and the environment beyond our borders.,4
"Facet: Value orientation: Universalism; Definition: Universalism, as a value orientation, emphasizes understanding, appreciation, tolerance, and protection for the welfare of all people and for nature. It reflects a broad concern for humanity and the environment, transcending personal or group interests.; Rubric: 1: Self-focused | 2: Group-centric | 3: Situational care | 4: Broadly concerned | 5: Globally committed","My core belief is that we have a shared responsibility to protect everyone's well-being and the planet, no matter where they are or who they are.",5
"Facet: Perseverance; Definition: Perseverance is the sustained effort and continued commitment to achieve a goal despite encountering obstacles, difficulties, setbacks, or discouragement.; Rubric: 1: Gives Up Easily | 2: Discouraged Quickly | 3: Moderate Effort | 4: Persistent | 5: Unwavering Resolve","After the first failed attempt, he just threw his hands up and decided it wasn't worth the trouble.",1
"Facet: Perseverance; Definition: Perseverance is the sustained effort and continued commitment to achieve a goal despite encountering obstacles, difficulties, setbacks, or discouragement.; Rubric: 1: Gives Up Easily | 2: Discouraged Quickly | 3: Moderate Effort | 4: Persistent | 5: Unwavering Resolve","She tried for a while, but as soon as she faced a real challenge, she quickly lost interest and moved on.",2
"Facet: Perseverance; Definition: Perseverance is the sustained effort and continued commitment to achieve a goal despite encountering obstacles, difficulties, setbacks, or discouragement.; Rubric: 1: Gives Up Easily | 2: Discouraged Quickly | 3: Moderate Effort | 4: Persistent | 5: Unwavering Resolve","He'll keep working on a task for a reasonable amount of time, but if it gets too complex, he'll usually seek an alternative.",3
"Facet: Perseverance; Definition: Perseverance is the sustained effort and continued commitment to achieve a goal despite encountering obstacles, difficulties, setbacks, or discouragement.; Rubric: 1: Gives Up Easily | 2: Discouraged Quickly | 3: Moderate Effort | 4: Persistent | 5: Unwavering Resolve","Even when things get tough, she generally sticks with a problem until she finds a way to overcome it.",4
"Facet: Perseverance; Definition: Perseverance is the sustained effort and continued commitment to achieve a goal despite encountering obstacles, difficulties, setbacks, or discouragement.; Rubric: 1: Gives Up Easily | 2: Discouraged Quickly | 3: Moderate Effort | 4: Persistent | 5: Unwavering Resolve","Despite numerous setbacks and criticisms, he never once wavered in his dedication to finishing the project.",5
"Facet: Regularity of Self-Reflection; Definition: Regularity of Self-Reflection refers to the consistent and routine practice of examining one's own thoughts, feelings, behaviors, and experiences to gain insight, understand motivations, and evaluate personal growth or areas for improvement.; Rubric: 1: Never/Rarely | 2: Infrequent/Triggered | 3: Occasional/Sporadic | 4: Frequent/Scheduled | 5: Consistent/Habitual","Honestly, I don't really think about why I do things or how I feel, I just kind of go with the flow.",1
"Facet: Regularity of Self-Reflection; Definition: Regularity of Self-Reflection refers to the consistent and routine practice of examining one's own thoughts, feelings, behaviors, and experiences to gain insight, understand motivations, and evaluate personal growth or areas for improvement.; Rubric: 1: Never/Rarely | 2: Infrequent/Triggered | 3: Occasional/Sporadic | 4: Frequent/Scheduled | 5: Consistent/Habitual",I only really stop to think about myself when something big goes wrong or someone points out an issue.,2
"Facet: Regularity of Self-Reflection; Definition: Regularity of Self-Reflection refers to the consistent and routine practice of examining one's own thoughts, feelings, behaviors, and experiences to gain insight, understand motivations, and evaluate personal growth or areas for improvement.; Rubric: 1: Never/Rarely | 2: Infrequent/Triggered | 3: Occasional/Sporadic | 4: Frequent/Scheduled | 5: Consistent/Habitual","Sometimes I'll think about my day on the commute home, or reflect on a decision, but it's not a regular thing.",3
"Facet: Regularity of Self-Reflection; Definition: Regularity of Self-Reflection refers to the consistent and routine practice of examining one's own thoughts, feelings, behaviors, and experiences to gain insight, understand motivations, and evaluate personal growth or areas for improvement.; Rubric: 1: Never/Rarely | 2: Infrequent/Triggered | 3: Occasional/Sporadic | 4: Frequent/Scheduled | 5: Consistent/Habitual","I try to take some time each week, usually Sunday evening, to review how things went and what I could do better.",4
"Facet: Regularity of Self-Reflection; Definition: Regularity of Self-Reflection refers to the consistent and routine practice of examining one's own thoughts, feelings, behaviors, and experiences to gain insight, understand motivations, and evaluate personal growth or areas for improvement.; Rubric: 1: Never/Rarely | 2: Infrequent/Triggered | 3: Occasional/Sporadic | 4: Frequent/Scheduled | 5: Consistent/Habitual","Every evening, I journal for a bit to process my day, and I have a longer reflection session at the end of each month.",5
"Facet: Controlling Reactions; Definition: The ability to regulate one's emotional, cognitive, and behavioral responses, particularly in challenging or provocative situations, to maintain composure and act intentionally rather than impulsively.; Rubric: 1: Impulsive | 2: Overreactive | 3: Moderately Controlled | 4: Self-Regulated | 5: Composed","He just yells instantly whenever something doesn't go his way, without even thinking about the consequences.",1
"Facet: Controlling Reactions; Definition: The ability to regulate one's emotional, cognitive, and behavioral responses, particularly in challenging or provocative situations, to maintain composure and act intentionally rather than impulsively.; Rubric: 1: Impulsive | 2: Overreactive | 3: Moderately Controlled | 4: Self-Regulated | 5: Composed","When she got that critical feedback, she got visibly upset and defensive, even though it was meant to be constructive.",2
"Facet: Controlling Reactions; Definition: The ability to regulate one's emotional, cognitive, and behavioral responses, particularly in challenging or provocative situations, to maintain composure and act intentionally rather than impulsively.; Rubric: 1: Impulsive | 2: Overreactive | 3: Moderately Controlled | 4: Self-Regulated | 5: Composed","Sometimes I can keep my cool when things get stressful, but other times I just shut down or get snappy.",3
"Facet: Controlling Reactions; Definition: The ability to regulate one's emotional, cognitive, and behavioral responses, particularly in challenging or provocative situations, to maintain composure and act intentionally rather than impulsively.; Rubric: 1: Impulsive | 2: Overreactive | 3: Moderately Controlled | 4: Self-Regulated | 5: Composed","Even when he's under pressure, he usually takes a moment to think before responding, which helps him avoid rash decisions.",4
"Facet: Controlling Reactions; Definition: The ability to regulate one's emotional, cognitive, and behavioral responses, particularly in challenging or provocative situations, to maintain composure and act intentionally rather than impulsively.; Rubric: 1: Impulsive | 2: Overreactive | 3: Moderately Controlled | 4: Self-Regulated | 5: Composed","Despite the chaos around her, she remained completely calm and handled the difficult client call with remarkable poise.",5
"Facet: Psychological construct: Cultural Intelligence – Behavioral; Definition: Cultural Intelligence (CQ) – Behavioral refers to an individual's capacity to modify their verbal and non-verbal actions (e.g., gestures, tone of voice, communication style, social etiquette) to be appropriate and effective in diverse cultural settings. It reflects the observable actions taken to align with cultural norms and expectations.; Rubric: 1: Rigid/Inappropriate | 2: Imitative/Awkward | 3: Consciously Adapting | 4: Naturally Flexible | 5: Seamlessly Integrating","When he traveled abroad, he often used the same direct communication style as at home, which sometimes led to misunderstandings and discomfort.",1
"Facet: Psychological construct: Cultural Intelligence – Behavioral; Definition: Cultural Intelligence (CQ) – Behavioral refers to an individual's capacity to modify their verbal and non-verbal actions (e.g., gestures, tone of voice, communication style, social etiquette) to be appropriate and effective in diverse cultural settings. It reflects the observable actions taken to align with cultural norms and expectations.; Rubric: 1: Rigid/Inappropriate | 2: Imitative/Awkward | 3: Consciously Adapting | 4: Naturally Flexible | 5: Seamlessly Integrating","She tried to mimic the local greetings she'd seen, but her gestures often felt a bit forced and out of sync with the conversation flow, making others slightly uncomfortable.",2
"Facet: Psychological construct: Cultural Intelligence – Behavioral; Definition: Cultural Intelligence (CQ) – Behavioral refers to an individual's capacity to modify their verbal and non-verbal actions (e.g., gestures, tone of voice, communication style, social etiquette) to be appropriate and effective in diverse cultural settings. It reflects the observable actions taken to align with cultural norms and expectations.; Rubric: 1: Rigid/Inappropriate | 2: Imitative/Awkward | 3: Consciously Adapting | 4: Naturally Flexible | 5: Seamlessly Integrating","Before her meeting with the Japanese team, she made sure to research their communication protocols and consciously adjusted her body language to show respect, like bowing slightly.",3
"Facet: Psychological construct: Cultural Intelligence – Behavioral; Definition: Cultural Intelligence (CQ) – Behavioral refers to an individual's capacity to modify their verbal and non-verbal actions (e.g., gestures, tone of voice, communication style, social etiquette) to be appropriate and effective in diverse cultural settings. It reflects the observable actions taken to align with cultural norms and expectations.; Rubric: 1: Rigid/Inappropriate | 2: Imitative/Awkward | 3: Consciously Adapting | 4: Naturally Flexible | 5: Seamlessly Integrating","During the international conference, he effortlessly shifted between formal and informal tones, and adapted his humor to resonate with different cultural groups, fostering good rapport.",4
"Facet: Psychological construct: Cultural Intelligence – Behavioral; Definition: Cultural Intelligence (CQ) – Behavioral refers to an individual's capacity to modify their verbal and non-verbal actions (e.g., gestures, tone of voice, communication style, social etiquette) to be appropriate and effective in diverse cultural settings. It reflects the observable actions taken to align with cultural norms and expectations.; Rubric: 1: Rigid/Inappropriate | 2: Imitative/Awkward | 3: Consciously Adapting | 4: Naturally Flexible | 5: Seamlessly Integrating","She moved through various cultural events, fluidly adjusting her conversational distance, eye contact, and even her pace of speech to match the local customs without a second thought, making everyone feel at ease.",5
